external_id,name_ar,name_en,facility_type,governorate,governorate_ar,city,address,phone,specialty,source,latitude,longitude,working_hours,home_services,emergency_24_7
nodes:1073020773,سعد,Saad,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0940812,31.3274042,,0,0
nodes:1858186084,سحر,Sahar,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0894106,31.3137353,,0,0
nodes:2228492280,Sakla,Sakla,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9693476,31.278671,,0,0
nodes:670117058,سالم,Salem,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0165056,31.2253098,,0,0
nodes:442337967,صيدلية ساندي,Sandy pharmacy,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0662573,31.3429931,,0,0
nodes:454605099,سيف,Seif,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.084069,31.3279178,,0,0
nodes:3371343059,سيف,Seif,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0249539,31.4841004,,0,0
nodes:6809938482,Serenade,Serenade,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.972362,31.2741758,,0,0
nodes:4557789091,صيدلية شاتيلا,Shatila Pharmacy,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0947353,31.3346569,,0,0
nodes:2195644533,صيدلية ثكنات المعادي,Thakanat el Maadi Pharmacy,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9521442,31.2645441,,0,0
nodes:5314819355,صيدلية ولاء زيادة,Walaa Zyada Pharmacy,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1013082,31.3318711,,0,0
nodes:11693072807,elezaby,elezaby,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0474881,31.262627,,0,0
nodes:5860415668,elezaby,elezaby,pharmacy,Cairo,القاهرة,القاهرة,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0627036,31.2465299,,0,0
nodes:13185684760,العزبي,العزبي,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9602302,31.2785444,,0,0
nodes:13328482572,العزبي,العزبي,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9853073,31.2300595,,0,0
nodes:5070576321,دلمار وعطاالله,دلمار وعطاالله,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9718717,31.2471353,,0,0
nodes:5314820043,صيدليات الوكيل,صيدليات الوكيل,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1095801,31.3441067,,0,0
nodes:13334195570,صيدليات سيف,صيدليات سيف,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.966174,31.2461536,,0,0
nodes:4145040601,صيدلية,صيدلية,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1026073,31.2609597,,0,0
nodes:13114620339,صيدلية أبو العز,صيدلية أبو العز,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0296859,31.2326448,,0,0
nodes:12730239173,صيدلية أبو الفتح,صيدلية أبو الفتح,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0124786,31.2248109,,0,0
nodes:13152565424,صيدلية أحمد أبو الفتوح,صيدلية أحمد أبو الفتوح,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.8496,31.3364163,,0,0
nodes:12730239170,صيدلية الإخلاص,صيدلية الإخلاص,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.013486,31.2252059,,0,0
nodes:12732190658,صيدلية الحكمة,صيدلية الحكمة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0173061,31.2250792,,0,0
nodes:13186097161,صيدلية الخلود,صيدلية الخلود,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9622428,31.2785721,,0,0
nodes:12734648688,صيدلية الخليج,صيدلية الخليج,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.038827,31.2496848,,0,0
nodes:5239489425,صيدلية السداوي,صيدلية السداوي,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0208437,31.4320083,,0,0
nodes:5314819354,صيدلية الشيخ,صيدلية الشيخ,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1087294,31.3373449,,0,0
nodes:13186139479,صيدلية الفتوح,صيدلية الفتوح,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9582604,31.2725205,,0,0
nodes:12732190657,صيدلية المماليك,صيدلية المماليك,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0146918,31.2246188,,0,0
nodes:11215391505,صيدلية اليماني الجديدة,صيدلية اليماني الجديدة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9568413,31.2609077,,0,0
nodes:5314819218,صيدلية جون عدلى,صيدلية جون عدلى,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1100557,31.3424226,,0,0
nodes:5314819482,صيدلية حراء,صيدلية حراء,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1042819,31.3290705,,0,0
nodes:12734648689,صيدلية حسنين,صيدلية حسنين,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.039432,31.2473226,,0,0
nodes:13334195572,صيدلية حياتي,صيدلية حياتي,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9667562,31.2478599,,0,0
nodes:13152555333,صيدلية د حنان محمود طه,صيدلية د حنان محمود طه,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.8518572,31.336302,,0,0
nodes:12730196527,صيدلية د. آمال بدران,صيدلية د. آمال بدران,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0134803,31.2245492,,0,0
nodes:12732190655,صيدلية د. دينا صلاح,صيدلية د. دينا صلاح,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0109247,31.2250531,,0,0
nodes:12734648691,صيدلية د. طارق العلكي (عوني سابقا),صيدلية د. طارق العلكي (عوني سابقا),pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0395234,31.2503667,,0,0
nodes:12732190656,صيدلية د. لطفي علي,صيدلية د. لطفي علي,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0116452,31.2255847,,0,0
nodes:12734648692,صيدلية د. نورهان,صيدلية د. نورهان,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0402617,31.2516418,,0,0
nodes:5314819480,صيدلية ذكرى,صيدلية ذكرى,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1108104,31.3439911,,0,0
nodes:5419428221,صيدلية رشدى,صيدلية رشدى,pharmacy,Cairo,القاهرة,القاهرة,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0596702,31.2447349,,0,0
nodes:5129741221,صيدلية رشدى,صيدلية رشدى,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0600609,31.3604519,,0,0
nodes:13480919017,صيدلية زكري,صيدلية زكري,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0583353,31.461194,,0,0
nodes:13133123441,صيدلية سوسن الحديثة,صيدلية سوسن الحديثة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0543023,31.3811631,,0,0
nodes:4358136790,صيدلية شاهبور,صيدلية شاهبور,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.9912244,31.3180659,,0,0
nodes:12058877792,صيدلية صحة,صيدلية صحة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0877476,31.6472545,,0,0
nodes:12734648694,صيدلية صفوت,صيدلية صفوت,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0406523,31.2513199,,0,0
nodes:8603645171,صيدلية صياح,صيدلية صياح,pharmacy,Cairo,القاهرة,Cairo,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0468542,31.3471632,,0,0
nodes:13135863840,صيدلية عبد الرحمن صالح,صيدلية عبد الرحمن صالح,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),29.8505945,31.336518,,0,0
nodes:13480919038,صيدلية عبده,صيدلية عبده,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.060233,31.4612049,,0,0
nodes:5314815224,صيدلية على ايمدج,صيدلية على ايمدج,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0976839,31.3389582,,0,0
nodes:5134665944,صيدلية كارمن,صيدلية كارمن,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0561239,31.3614957,,0,0
nodes:10929436239,صيدلية ليلة,صيدلية ليلة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0117883,31.3289509,,0,0
nodes:4145039689,صيدلية محمود,صيدلية محمود,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.1015216,31.2618491,,0,0
nodes:5314815225,صيدليه المحكمة,صيدليه المحكمة,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.104345,31.3305195,,0,0
nodes:4475957330,فضل,فضل,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.0447829,31.247019,,0,0
nodes:5134666149,مصطفى محمود,مصطفى محمود,pharmacy,Cairo,القاهرة,,,,,HDX HOTOSM Egypt Health Facilities / OpenStreetMap contributors (modified 2026-05-06),30.05284,31.3310799,,0,0
